"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-03","40","46","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-04","42","49","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-05","27","30","19",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-06","22","31","15",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-07","33","39","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-08","39","48","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-09","34","41","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-10","41","56","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-11","44","52","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-12","49","61","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-13","37","43","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-14","23","25","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-15","22","30","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-16","33","43","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-17","46","54","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-18","47","58","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-19","31","42","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-20","27","34","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-21","37","48","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-22","42","53","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-23","54","69","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-24","35","35","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-25","34","45","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-26","30","38","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-27","36","48","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-02-28","34","37","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-01","35","45","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-02","44","52","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-03","42","45","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-04","27","36","19",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-05","35","45","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-06","47","62","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-07","53","61","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-08","47","53","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-09","37","40","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-10","38","50","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-11","41","50","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-12","40","46","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-13","28","35","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-14","41","55","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-15","47","58","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-16","52","62","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2022-03-17","46",,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-01",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-02",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-03",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-04",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-05",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-06",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-07",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-08",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-09",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-10",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-11",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-12",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-13",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-14",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-15",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-16",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-17",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-18",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-19",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-20",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-21",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-22",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-23",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-24",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-25",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-26",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-27",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-28",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-29",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-30",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-01-31",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-01",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-02",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-03",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-04",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-05",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-06",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-07",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-08",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-09",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-10",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-11",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-12",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-13",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-14",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-15",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-16",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-17",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-18",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-19",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-20",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-21",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-22",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-23",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-24",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-25",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-26",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-27",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-02-28",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-01",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-02",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-03",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-04",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-05",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-06",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-07",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-08",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-09",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-10",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-11",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-12",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-13",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-14",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-15",,,,
"US1NJBG0030","OAKLAND 1.0 ESE, NJ US","2022-03-16",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-02",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-03",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-04",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-05",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-06",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-07",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-08",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-09",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-10",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-11",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-12",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-13",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-14",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-15",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-16",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-17",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-18",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-19",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-20",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-21",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-24",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-27",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-28",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-29",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-30",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-01-31",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-01",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-02",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-03",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-04",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-05",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-06",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-07",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-08",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-10",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-11",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-12",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-13",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-14",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-15",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-16",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-17",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-18",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-22",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-23",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-25",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-26",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-02-28",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-01",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-02",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-03",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-04",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-05",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-06",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-07",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-08",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-10",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-11",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-12",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-13",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-14",,,,
"US1NJES0031","MONTCLAIR 0.7 N, NJ US","2022-03-15",,,,
"US1NJES0033","MONTCLAIR 0.7 NNE, NJ US","2022-01-08",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-01",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-02",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-03",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-04",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-05",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-07",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-08",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-10",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-17",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-19",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-20",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-21",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-24",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-29",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-01-30",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-01",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-02",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-03",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-04",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-05",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-07",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-08",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-13",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-14",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-18",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-23",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-25",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-02-26",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-03-03",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-03-07",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-03-08",,,,
"US1NJBG0003","TENAFLY 1.3 W, NJ US","2022-03-10",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-01",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-02",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-03",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-04",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-05",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-06",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-07",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-24",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-25",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-26",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-27",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-01-28",,,,
"US1NJMN0069","LONG BRANCH 1.7 SSW, NJ US","2022-03-16",,,,
"US1NYQN0029","QUEENS 2.1 NE, NY US","2022-01-01",,,,
"US1NYQN0029","QUEENS 2.1 NE, NY US","2022-01-02",,,,
"US1NYQN0029","QUEENS 2.1 NE, NY US","2022-01-05",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-01",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-02",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-03",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-04",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-05",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-06",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-07",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-08",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-09",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-10",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-11",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-12",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-13",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-14",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-15",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-16",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-17",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-18",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-19",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-20",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-21",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-22",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-23",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-24",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-25",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-26",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-27",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-28",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-29",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-30",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-01-31",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-01",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-02",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-03",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-04",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-05",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-06",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-07",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-08",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-09",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-10",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-11",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-12",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-13",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-14",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-15",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-16",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-17",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-18",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-19",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-20",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-21",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-22",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-23",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-24",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-25",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-26",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-27",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-02-28",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-01",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-02",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-03",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-04",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-05",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-06",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-07",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-08",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-09",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-10",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-11",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-12",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-13",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-14",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-15",,,,
"US1NYSF0092","AMITYVILLE 0.6 NNE, NY US","2022-03-16",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-01",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-02",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-03",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-04",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-05",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-06",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-07",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-08",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-09",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-10",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-11",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-12",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-13",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-14",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-15",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-16",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-17",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-18",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-19",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-20",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-21",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-22",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-23",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-24",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-25",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-26",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-27",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-28",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-29",,,,
"US1NJMD0062","OLD BRIDGE TWP 5.1 NE, NJ US","2022-01-30",,,,
